2026-03-11 23:45:19 | INFO     | logging_config | Logging configured: level=INFO, file=./logs/app.log
2026-03-11 23:45:19 | INFO     | main | Initializing IF Prototype A1...
2026-03-11 23:45:19 | INFO     | main | HTTP client initialized
2026-03-11 23:45:19 | INFO     | main | Loading presets...
2026-03-11 23:45:19 | INFO     | presets.loader | Loaded preset: architecture - System design, architecture planning, and infrastr...
2026-03-11 23:45:19 | INFO     | presets.loader | Loaded preset: code - Writing, reading, modifying, reviewing, debugging,...
2026-03-11 23:45:19 | INFO     | presets.loader | Loaded preset: shell - One-liner commands, piped commands, short shell sc...
2026-03-11 23:45:19 | INFO     | presets.loader | Loaded preset: security - Security-focused discussions: threat modeling, vul...
2026-03-11 23:45:19 | INFO     | presets.loader | Loaded preset: health - Physical health, fitness, nutrition, and sports pe...
2026-03-11 23:45:19 | INFO     | presets.loader | Loaded preset: mental_health - A safe space for emotional processing, venting, an...
2026-03-11 23:45:19 | INFO     | presets.loader | Loaded preset: finance - Financial instrument knowledge, market data, and s...
2026-03-11 23:45:19 | INFO     | presets.loader | Loaded preset: proofreader - Proofreading, editing, and rewriting non-code text...
2026-03-11 23:45:19 | INFO     | presets.loader | Loaded preset: social - Greetings, farewells, onomatopoeia, emotional one-...
2026-03-11 23:45:19 | INFO     | presets.loader | Loaded preset: general - General knowledge, personal decisions, moral guida...
2026-03-11 23:45:19 | INFO     | presets.loader | Loaded preset: pondering - Agent-initiated reflective conversation. Focus on ...
2026-03-11 23:45:19 | INFO     | presets.loader | Successfully loaded 11 preset(s)
2026-03-11 23:45:19 | INFO     | main | Sandbox directory: sandbox
2026-03-11 23:45:19 | INFO     | main | Memory database directory: data/memory.json
2026-03-11 23:45:19 | INFO     | main | Conversation persistence directory: data/conversations
2026-03-11 23:45:19 | INFO     | main | MCP configuration validated
2026-03-11 23:45:19 | WARNING  | main | User facts store not available: lancedb is required for user facts storage. Install with: pip install lancedb
2026-03-11 23:45:19 | WARNING  | main | Install chromadb to enable user facts: pip install chromadb
2026-03-11 23:45:19 | WARNING  | health.rag | [HealthDocsRAG] Apache Tika not available. PDF extraction will fail.
2026-03-11 23:45:19 | INFO     | health.tools | [HealthTools] Initialized with store and rag
2026-03-11 23:45:19 | INFO     | health.program_store | [ProgramStore] Reading pointer from table='if-health' region='ca-central-1': pk=operator, sk=program#current
2026-03-11 23:45:19 | ERROR    | health.rag | [HealthDocsRAG] Cannot index docs: Apache Tika not available
2026-03-11 23:45:21 | INFO     | botocore.credentials | Found credentials in shared credentials file: ~/.aws/credentials
2026-03-11 23:45:26 | INFO     | main | [Startup] Health program cache warmed
2026-03-11 23:45:26 | INFO     | main | Health module initialized
2026-03-11 23:45:29 | INFO     | main | NLTK stopwords corpus found
2026-03-11 23:45:29 | INFO     | storage.sqlite_backend | SQLite store initialized at ./data/store.db (WAL mode)
2026-03-11 23:45:29 | INFO     | storage.factory | Storage backend initialized: SQLite
2026-03-11 23:45:29 | INFO     | main | Storage backend initialized at ./data/store.db
2026-03-11 23:45:29 | INFO     | storage.factory | [DirectiveStore] Initializing with table=if-core, region=ca-central-1
2026-03-11 23:45:29 | INFO     | storage.directive_store | [DirectiveStore] Loading directives from if-core...
2026-03-11 23:45:29 | INFO     | storage.directive_store | [DirectiveStore] Retrieved 63 raw items from DynamoDB
2026-03-11 23:45:29 | INFO     | storage.directive_store | [DirectiveStore] Loaded 63 active directives (alpha 0: 4, alpha 1: 12, alpha 2: 33, alpha 3: 7, alpha 4: 4, alpha 5: 3)
2026-03-11 23:45:29 | INFO     | storage.factory | [DirectiveStore] Successfully initialized with 63 active directives from table if-core
